Inside Mgt No.,Co. code,Business pattern code,Line No.,Ref. origin type,Sales actual Mgt No.,Order Mgt No.,Sales slip No.,Ord No.,Accpt count,Receiving check No.,Chargeable supply No.,Temp. order No.,Bad disposal history slip No.,Bad disposal history correction count,Bad disposal history correction type,Exception cost history slip No.,Exception cost history correction count,Exception cost history correction type,Generation Proc type,Cust code,Cust item No.,Cust item name,Last delivery place code,Cust order No.,Plant code,Item No.,Item name,UC,UC type,Qt.,Measure unit,Amt,Sales date,Consumption tax code,Accnt interface flag,Accnt IF EXEC date,AiIF record type column value(debtor),AiIF record type column value(creditor),Ai slip type(debtor),Ai slip type(creditor),Ai issue section(debtor),Ai issue section(creditor),Ai calculation item(debtor),Ai calculation item(creditor),Ai auxiliary item(debtor),Ai auxiliary item(creditor),Ai charge division code(debtor),Ai charge division code(creditor),Ai detail summary(debtor),Ai detail summary(creditor),Ai detail outline name type,Ai consumption tax judgment type(debtor),Ai consumption tax judgment type(creditor),Accnt IF EXEC date,Including tax or Excluding tax type,Tax rates 1,Tax rates 2,Tax rates 3,Currency code,Create slip type,Slip Mgt company code,Ship returned goods flag,Gr company type,Dealings Div.,Dealings Gr type,Bad disposal type,Cost processing type,Partner code,UC Mgt company code,UC acquisition destination type,UC acquisition destination traders code,UC basic date,UC basic Qt.,Journalizing judgment type,Invoice No.,BOItype,ASIA IF EXEC date
"106114","50","A021","1","1","500000106297","50OCN0000148210","50SLD0000236355","","0","0","","","","0","0","","0","0","1","D20310","TC82223521","FORK;SHIFT(3-4)","ZZ","41910353","51","TC822-2352-1","FORK  SHIFT (3-4)","162.82","2","40","pcs","6512.8","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","40","1","F320010028","","2020/01/15"
"106115","50","A021","1","1","500000106298","50OCN0000148211","50SLD0000236356","","0","0","","","","0","0","","0","0","1","D20310","TC82224611","FORK;SHIFT(PTO)","ZZ","41910354","51","TC822-2461-1","FORK  SHIFT(PTO)","132.33","2","45","pcs","5954.85","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","45","1","F320010028","","2020/01/15"
"106116","50","A021","1","1","500000106299","50OCN0000148212","50SLD0000236357","","0","0","","","","0","0","","0","0","1","D20310","TC83221881","FORK;SHIFT(SHUTTLE)","ZZ","41910355","51","TC832-2188-1","FORK  SHIFT (SHUTTLE)","206.44","2","60","pcs","12386.4","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","60","1","F320010028","","2020/01/15"
"106117","50","A021","1","1","500000106300","50OCN0000148213","50SLD0000236358","","0","0","","","","0","0","","0","0","1","D20310","TE01221882","FORK SHIFT SHUTTLE","ZZ","41910333","51","TE012-2188-2","FORK SHIFT SHUTTLE (FG)","576.4","2","10","pcs","5764","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","10","1","F320010028","","2020/01/15"
"106118","50","A021","1","1","500000106301","50OCN0000148214","50SLD0000236359","","0","0","","","","0","0","","0","0","1","D20310","TE01223512","FORK SHIFT (1-2)","ZZ","41910334","51","TE012-2351-2","FORK SHIFT (1-2) (FG)","549.04","2","10","pcs","5490.4","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","10","1","F320010028","","2020/01/15"
"106119","50","A021","1","1","500000106302","50OCN0000148215","50SLD0000236360","","0","0","","","","0","0","","0","0","1","D20310","TE02223582","FORK 1;SHIFT","ZZ","41910356","51","TE022-2358-2","FORK SHIFT SHUTTLE (FG)","454.42","2","10","pcs","4544.2","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","10","1","F320010028","","2020/01/15"
"106120","50","A021","1","1","500000106309","50OCN0000147467","50SLD0000236476","","0","0","","","","0","0","","0","0","1","D20170","10288497","CASE-SET;DIFF","ZZ","SSAWD045","51","10288497","CASE-SET;DIFF","1135.19","2","360","pcs","408668.4","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","360","1","5020010191","","2020/01/15"
"106121","50","A021","1","1","500000106310","50OCN0000147463","50SLD0000236477","","0","0","","","","0","0","","0","0","1","D20170","10297583","CASE-SET;DIFF","ZZ","SSAWD045","51","10297583","CASE-SET;DIFF","1076.54","2","120","pcs","129184.8","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","120","1","5020010192","","2020/01/15"
"106122","50","A021","1","1","500000106311","50OCN0000146631","50SLD0000236478","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","12M0BG4765","51","1050B375-LP","SLEEVE","46.24","2","144","pcs","6658.56","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","144","1","F120010089","","2020/01/15"
"106123","50","A021","1","1","500000106312","50OCN0000146628","50SLD0000236479","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","12M0BG4767","51","1050B375-LP","SLEEVE","46.24","2","168","pcs","7768.32","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","168","1","F120010091","","2020/01/15"
"106124","50","A021","1","1","500000106313","50OCN0000146633","50SLD0000236480","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","12M0BG4769","51","1050B375-LP","SLEEVE","46.24","2","144","pcs","6658.56","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","144","1","F120010097","","2020/01/15"
"106125","50","A021","1","1","500000106314","50OCN0000146322","50SLD0000236481","","0","0","","","","0","0","","0","0","1","D20220","1050B375G","SLEEVE","ZZ","12M0013033","51","1050B375-LP","SLEEVE","46.24","2","30","pcs","1387.2","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","30","1","F120010092","","2020/01/15"
"106126","50","A021","1","1","500000106315","50OCN0000146634","50SLD0000236482","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","12M0BG4772","51","1050B375-LP","SLEEVE","46.24","2","240","pcs","11097.6","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","240","1","F120010099","","2020/01/15"
"106127","50","A021","1","1","500000106316","50OCN0000146655","50SLD0000236483","","0","0","","","","0","0","","0","0","1","D20210","1060A217","CASE ASSY;TIMING CHAIN","ZZ","12M0BG6705","51","1060A217","CASE ASSY  TIMING CHAIN","1135.37","2","154","pcs","174846.98","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","154","1","F120010089","","2020/01/15"
"106128","50","A021","1","1","500000106317","50OCN0000146652","50SLD0000236484","","0","0","","","","0","0","","0","0","1","D20210","1060A217","CASE ASSY;TIMING CHAIN","ZZ","12M0BG6723","51","1060A217","CASE ASSY  TIMING CHAIN","1135.37","2","152","pcs","172576.24","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","152","1","F120010091","","2020/01/15"
"106129","50","A021","1","1","500000106318","50OCN0000146657","50SLD0000236485","","0","0","","","","0","0","","0","0","1","D20210","1060A217","CASE ASSY;TIMING CHAIN","ZZ","12M0BG6739","51","1060A217","CASE ASSY  TIMING CHAIN","1135.37","2","154","pcs","174846.98","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","154","1","F120010097","","2020/01/15"
"106130","50","A021","1","1","500000106319","50OCN0000146327","50SLD0000236486","","0","0","","","","0","0","","0","0","1","D20220","1060A217G","CASE ASSY  TIMING CHAIN","ZZ","12M0013034","51","1060A217","CASE ASSY  TIMING CHAIN","1135.37","2","30","pcs","34061.1","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","30","1","F120010092","","2020/01/15"
"106131","50","A021","1","1","500000106320","50OCN0000146658","50SLD0000236487","","0","0","","","","0","0","","0","0","1","D20210","1060A217","CASE ASSY;TIMING CHAIN","ZZ","12M0BG6753","51","1060A217","CASE ASSY  TIMING CHAIN","1135.37","2","230","pcs","261135.1","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","230","1","F120010099","","2020/01/15"
"106132","50","A021","1","1","500000106321","50OCN0000146680","50SLD0000236488","","0","0","","","","0","0","","0","0","1","D20210","1064A035X","CASE ASSY OIL PUMP","ZZ","12M0BG5068","51","1064A035","CASE ASSY  OIL PUMP","1143.86","2","20","pcs","22877.2","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","20","1","F120010088","","2020/01/15"
"106133","50","A021","1","1","500000106322","50OCN0000146677","50SLD0000236489","","0","0","","","","0","0","","0","0","1","D20210","1064A035X","CASE ASSY OIL PUMP","ZZ","12M0BG5069","51","1064A035","CASE ASSY  OIL PUMP","1143.86","2","20","pcs","22877.2","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","20","1","F120010090","","2020/01/15"
"106134","50","A021","1","1","500000106323","50OCN0000146682","50SLD0000236490","","0","0","","","","0","0","","0","0","1","D20210","1064A035X","CASE ASSY OIL PUMP","ZZ","12M0BG5070","51","1064A035","CASE ASSY  OIL PUMP","1143.86","2","20","pcs","22877.2","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","20","1","F120010096","","2020/01/15"
"106135","50","A021","1","1","500000106303","50OCN0000148547","50SLD0000236390","","0","0","","","","0","0","","0","0","1","D20410","49180-25590","HOUSING BEARING SUB ASSY","ZZ","2B20010016","52","49180-25590","HOUSING BEARING SUB ASSY","399.18","2","74","pcs","29539.32","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","74","1","9220010030","","2020/01/15"
"106136","50","A021","1","1","500000106507","50OCN0000148356","50SLD0000236774","","0","0","","","","0","0","","0","0","1","D20110","8982319070","GEAR ASM;IDLE D","ZZ","FYJD604446","51","898231-9070","GEAR ASM; IDLE D","281.68","2","7","pcs","1971.76","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","7","1","5020010206","","2020/01/15"
"106137","50","A021","1","1","500000106324","50OCN0000146683","50SLD0000236491","","0","0","","","","0","0","","0","0","1","D20210","1064A035X","CASE ASSY OIL PUMP","ZZ","12M0BG5072","51","1064A035","CASE ASSY  OIL PUMP","1143.86","2","35","pcs","40035.1","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","35","1","F120010098","","2020/01/15"
"106138","50","A021","1","1","500000106325","50OCN0000146710","50SLD0000236492","","0","0","","","","0","0","","0","0","1","D20210","1130A228","GEAR;CRANKSHAFT","ZZ","12M0BG6887","51","1130A228","GEAR  CRANKSHAFT","228.77","2","150","pcs","34315.5","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","150","1","F120010089","","2020/01/15"
"106139","50","A021","1","1","500000106326","50OCN0000146707","50SLD0000236493","","0","0","","","","0","0","","0","0","1","D20210","1130A228","GEAR;CRANKSHAFT","ZZ","12M0BG6892","51","1130A228","GEAR  CRANKSHAFT","228.77","2","150","pcs","34315.5","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","150","1","F120010091","","2020/01/15"
"106140","50","A021","1","1","500000106327","50OCN0000146712","50SLD0000236494","","0","0","","","","0","0","","0","0","1","D20210","1130A228","GEAR;CRANKSHAFT","ZZ","12M0BG6896","51","1130A228","GEAR  CRANKSHAFT","228.77","2","150","pcs","34315.5","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","150","1","F120010097","","2020/01/15"
"106141","50","A021","1","1","500000106328","50OCN0000146332","50SLD0000236495","","0","0","","","","0","0","","0","0","1","D20220","1130A228G","GEAR  CRANKSHAFT","ZZ","12M0013035","51","1130A228","GEAR  CRANKSHAFT","231.08","2","30","pcs","6932.4","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","30","1","F120010092","","2020/01/15"
"106142","50","A021","1","1","500000106329","50OCN0000146713","50SLD0000236496","","0","0","","","","0","0","","0","0","1","D20210","1130A228","GEAR;CRANKSHAFT","ZZ","12M0BG6900","51","1130A228","GEAR  CRANKSHAFT","228.77","2","240","pcs","54904.8","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","240","1","F120010099","","2020/01/15"
"106143","50","A021","1","1","500000106330","50OCN0000146734","50SLD0000236497","","0","0","","","","0","0","","0","0","1","D20210","1130A230","GEAR;SUPPLY PUMP","ZZ","12M0BG7555","51","1130A230","GEAR  SUPPLY PUMP","271.87","2","156","pcs","42411.72","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","156","1","F120010089","","2020/01/15"
"106144","50","A021","1","1","500000106331","50OCN0000146731","50SLD0000236498","","0","0","","","","0","0","","0","0","1","D20210","1130A230","GEAR;SUPPLY PUMP","ZZ","12M0BG7557","51","1130A230","GEAR  SUPPLY PUMP","271.87","2","156","pcs","42411.72","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","156","1","F120010091","","2020/01/15"
"106145","50","A021","1","1","500000106332","50OCN0000146736","50SLD0000236499","","0","0","","","","0","0","","0","0","1","D20210","1130A230","GEAR;SUPPLY PUMP","ZZ","12M0BG7560","51","1130A230","GEAR  SUPPLY PUMP","271.87","2","156","pcs","42411.72","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","156","1","F120010097","","2020/01/15"
"106146","50","A021","1","1","500000106333","50OCN0000146337","50SLD0000236500","","0","0","","","","0","0","","0","0","1","D20220","1130A230G","GEAR  SUPPLY PUMP","ZZ","12M0013036","51","1130A230","GEAR  SUPPLY PUMP","274.62","2","30","pcs","8238.6","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","30","1","F120010092","","2020/01/15"
"106147","50","A021","1","1","500000106334","50OCN0000146737","50SLD0000236501","","0","0","","","","0","0","","0","0","1","D20210","1130A230","GEAR;SUPPLY PUMP","ZZ","12M0BG7564","51","1130A230","GEAR  SUPPLY PUMP","271.87","2","228","pcs","61986.36","2020/01/15","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/15","228","1","F120010099","","2020/01/15"
"106148","50","A021","1","1","500000106335","50OCN0000146758","50SLD0000236502","","0","0","","","","0","0","","0","0","1","D20210","1132A100","GEAR ASSY;IDLE","ZZ","12M0BG6983","51","1132A100","GEAR ASSY  IDLER","491.04","2","156","pcs","76602.24","2020/01/14","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/01/14","156","1","F120010089","","2020/01/15"
