Inside Mgt No.,Co. code,Business pattern code,Line No.,Ref. origin type,Sales actual Mgt No.,Order Mgt No.,Sales slip No.,Ord No.,Accpt count,Receiving check No.,Chargeable supply No.,Temp. order No.,Bad disposal history slip No.,Bad disposal history correction count,Bad disposal history correction type,Exception cost history slip No.,Exception cost history correction count,Exception cost history correction type,Generation Proc type,Cust code,Cust item No.,Cust item name,Last delivery place code,Cust order No.,Plant code,Item No.,Item name,UC,UC type,Qt.,Measure unit,Amt,Sales date,Consumption tax code,Accnt interface flag,Accnt IF EXEC date,AiIF record type column value(debtor),AiIF record type column value(creditor),Ai slip type(debtor),Ai slip type(creditor),Ai issue section(debtor),Ai issue section(creditor),Ai calculation item(debtor),Ai calculation item(creditor),Ai auxiliary item(debtor),Ai auxiliary item(creditor),Ai charge division code(debtor),Ai charge division code(creditor),Ai detail summary(debtor),Ai detail summary(creditor),Ai detail outline name type,Ai consumption tax judgment type(debtor),Ai consumption tax judgment type(creditor),Accnt IF EXEC date,Including tax or Excluding tax type,Tax rates 1,Tax rates 2,Tax rates 3,Currency code,Create slip type,Slip Mgt company code,Ship returned goods flag,Gr company type,Dealings Div.,Dealings Gr type,Bad disposal type,Cost processing type,Partner code,UC Mgt company code,UC acquisition destination type,UC acquisition destination traders code,UC basic date,UC basic Qt.,Journalizing judgment type,Invoice No.,BOItype,ASIA IF EXEC date
"76966","50","A021","1","1","500000077161","50OCN0000116954","50SLD0000177079","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","61M9BI2215","51","1050B375-LP","SLEEVE","47.34","2","144","pcs","6816.96","2019/06/03","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/06/03","144","1","F119060018","","2019/06/03"
"76967","50","A021","1","1","500000077162","50OCN0000117341","50SLD0000177080","","0","0","","","","0","0","","0","0","1","D20220","1050B375","SLEEVE","ZZ","61M9030232","51","1050B375-LP","SLEEVE","47.34","2","30","pcs","1420.2","2019/06/03","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/06/03","30","1","F119060013","","2019/06/03"
"76968","50","A021","1","1","500000077163","50OCN0000116955","50SLD0000177081","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","61M9BI2218","51","1050B375-LP","SLEEVE","47.34","2","144","pcs","6816.96","2019/06/03","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/06/03","144","1","F119060021","","2019/06/03"
"76969","50","A021","1","1","500000077164","50OCN0000117353","50SLD0000177082","","0","0","","","","0","0","","0","0","1","D20220","1060A217","CASE ASSY;TIMING CHAIN","ZZ","61M9030234","51","1060A217","CASE ASSY  TIMING CHAIN","1149.14","2","60","pcs","68948.4","2019/06/03","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/06/03","60","1","F119060013","","2019/06/03"
"76970","50","A021","1","1","500000077165","50OCN0000117362","50SLD0000177083","","0","0","","","","0","0","","0","0","1","D20220","1130A228","GEAR;CRANKSHAFT","ZZ","61M9030236","51","1130A228","GEAR  CRANKSHAFT","231.08","2","30","pcs","6932.4","2019/06/03","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/06/03","30","1","F119060013","","2019/06/03"
"76971","50","A021","1","1","500000077166","50OCN0000117372","50SLD0000177084","","0","0","","","","0","0","","0","0","1","D20220","1130A230","GEAR;SUPPLY PUMP","ZZ","61M9030238","51","1130A230","GEAR  SUPPLY PUMP","274.62","2","30","pcs","8238.6","2019/06/03","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/06/03","30","1","F119060013","","2019/06/03"
"76972","50","A021","1","1","500000077167","50OCN0000117382","50SLD0000177085","","0","0","","","","0","0","","0","0","1","D20220","1132A100","GEAR ASSY;IDLER","ZZ","61M9030240","51","1132A100","GEAR ASSY  IDLER","495.62","2","30","pcs","14868.6","2019/06/03","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/06/03","30","1","F119060013","","2019/06/03"
"76973","50","A021","1","1","500000077168","50OCN0000117392","50SLD0000177086","","0","0","","","","0","0","","0","0","1","D20220","1300A126","PUMP ASSY;WATER","ZZ","61M9030242","51","1300A126","WATER PUMP ASSY","645.02","2","30","pcs","19350.6","2019/06/03","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/06/03","30","1","F119060013","","2019/06/03"
"76974","50","A021","1","1","500000077169","50OCN0000117402","50SLD0000177087","","0","0","","","","0","0","","0","0","1","D20220","1320A047","BRKT ASSY;COOLING FAN","ZZ","61M9030244","51","1320A047","BRKT ASSY COOLING FAN","342.34","2","30","pcs","10270.2","2019/06/03","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/06/03","30","1","F119060013","","2019/06/03"
"76975","50","A021","1","1","500000077078","50OCN0000117339","50SLD0000176996","","0","0","","","","0","0","","0","0","1","D20220","1050B375","SLEEVE","ZZ","61M9030225","51","1050B375-LP","SLEEVE","47.34","2","30","pcs","1420.2","2019/06/01","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/06/01","30","1","F119060002","","2019/06/03"
