Inside Mgt No.,Co. code,Business pattern code,Line No.,Ref. origin type,Sales actual Mgt No.,Order Mgt No.,Sales slip No.,Ord No.,Accpt count,Receiving check No.,Chargeable supply No.,Temp. order No.,Bad disposal history slip No.,Bad disposal history correction count,Bad disposal history correction type,Exception cost history slip No.,Exception cost history correction count,Exception cost history correction type,Generation Proc type,Cust code,Cust item No.,Cust item name,Last delivery place code,Cust order No.,Plant code,Item No.,Item name,UC,UC type,Qt.,Measure unit,Amt,Sales date,Consumption tax code,Accnt interface flag,Accnt IF EXEC date,AiIF record type column value(debtor),AiIF record type column value(creditor),Ai slip type(debtor),Ai slip type(creditor),Ai issue section(debtor),Ai issue section(creditor),Ai calculation item(debtor),Ai calculation item(creditor),Ai auxiliary item(debtor),Ai auxiliary item(creditor),Ai charge division code(debtor),Ai charge division code(creditor),Ai detail summary(debtor),Ai detail summary(creditor),Ai detail outline name type,Ai consumption tax judgment type(debtor),Ai consumption tax judgment type(creditor),Accnt IF EXEC date,Including tax or Excluding tax type,Tax rates 1,Tax rates 2,Tax rates 3,Currency code,Create slip type,Slip Mgt company code,Ship returned goods flag,Gr company type,Dealings Div.,Dealings Gr type,Bad disposal type,Cost processing type,Partner code,UC Mgt company code,UC acquisition destination type,UC acquisition destination traders code,UC basic date,UC basic Qt.,Journalizing judgment type,Invoice No.,BOItype,ASIA IF EXEC date
"104398","50","A022","1","1","500000104395","50OCN0000125061","50SLD0000232590","","0","0","","","","0","0","","0","0","1","F30120","PW811592N2K","WATER PUMP KIT (WITH GASKET)","ZZ","3699771V","51","J100-11510-ESP","WATER PUMP ASSY","728.99","2","350","pcs","255146.5","2019/12/19","010","0","","","","","","","","12031202","71020000","","2","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","2","0","0","0","0","*","*","*","*","2019/12/17","350","1","E11912009","","2019/12/25"
"104399","50","A022","1","1","500000104396","50OCN0000130361","50SLD0000232591","","0","0","","","","0","0","","0","0","1","F30120","PW811592N2K","WATER PUMP KIT (WITH GASKET)","ZZ","3699872V","51","J100-11510-ESP","WATER PUMP ASSY","728.99","2","100","pcs","72899","2019/12/19","010","0","","","","","","","","12031202","71020000","","2","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","2","0","0","0","0","*","*","*","*","2019/12/17","100","1","E11912009","","2019/12/25"
"104400","50","A022","1","1","500000104397","50OCN0000132614","50SLD0000232592","","0","0","","","","0","0","","0","0","1","F30120","PW811592N2K","WATER PUMP KIT (WITH GASKET)","ZZ","3699973V","51","J100-11510-ESP","WATER PUMP ASSY","728.99","2","150","pcs","109348.5","2019/12/19","010","0","","","","","","","","12031202","71020000","","2","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","2","0","0","0","0","*","*","*","*","2019/12/17","150","1","E11912009","","2019/12/25"
"104401","50","A012","1","1","500000104398","50OCN0000143277","50SLD0000232593","","0","0","","","","0","0","","0","0","1","T10600","L120-12720","GEAR","ZZ","TBKK-201902","51","L120-12720-EP","GEAR","2.8","2","200","pcs","560","2019/12/12","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","USD","1","50","1","3","0","0","0","0","*","*","*","*","2019/12/03","200","1","E11912004","","2019/12/25"
"104402","50","A012","1","1","500000104399","50OCN0000143278","50SLD0000232594","","0","0","","","","0","0","","0","0","1","T10600","J117-04300","SEAL UNIT","ZZ","TBKK-201902","51","J117-04300-EP","SEAL UNIT","2.93","2","100","pcs","293","2019/12/12","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","USD","1","50","1","3","0","0","0","0","*","*","*","*","2019/12/03","100","1","E11912004","","2019/12/25"
"104403","50","A012","1","1","500000104400","50OCN0000143360","50SLD0000232595","","0","0","","","","0","0","","0","0","1","T10600","897969-6160","GEAR HEAD","ZZ","TBKK-201902","51","897969-6160-EP","GEAR HEAD","5.56","2","30","pcs","166.8","2019/12/12","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","USD","1","50","1","3","0","0","0","0","*","*","*","*","2019/12/03","30","1","E11912004","","2019/12/25"
"104404","50","A012","1","1","500000104401","50OCN0000143782","50SLD0000232596","","0","0","","","","0","0","","0","0","1","T00100","J107-10911-P10","COVER WATER PUMP","ZZ","1101751782","51","J107-10911-EP","COVER WATER PUMP","956","2","216","pcs","206496","2019/12/18","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","JPY","1","50","1","3","0","0","0","0","*","*","*","*","2020/01/14","216","1","E11912007","","2019/12/25"
"104405","50","A012","1","1","500000104402","50OCN0000143399","50SLD0000232597","","0","0","","","","0","0","","0","0","1","T00100","J107-10911-P10","COVER WATER PUMP","ZZ","1101756786","51","J107-10911-EP","COVER WATER PUMP","956","2","864","pcs","825984","2019/12/18","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","JPY","1","50","1","3","0","0","0","0","*","*","*","*","2020/01/14","864","1","E11912007","","2019/12/25"
"104406","50","A012","1","1","500000104403","50OCN0000143783","50SLD0000232598","","0","0","","","","0","0","","0","0","1","T00100","L105-17511-P10","CASE","ZZ","1101751785","51","L105-17511-EP","CASE","1336","2","216","pcs","288576","2019/12/18","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","JPY","1","50","1","3","0","0","0","0","*","*","*","*","2020/01/14","216","1","E11912006","","2019/12/25"
"104407","50","A012","1","1","500000104404","50OCN0000143394","50SLD0000232599","","0","0","","","","0","0","","0","0","1","T00100","MD328078V-P10","WATER PUMP ASSY","ZZ","1101756562","51","MD328078-EP","WATER PUMP ASSY","2027","2","480","pcs","972960","2019/12/18","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","JPY","1","50","1","3","0","0","0","0","*","*","*","*","2020/01/14","480","1","E11912006","","2019/12/25"
