Inside Mgt No.,Co. code,Business pattern code,Line No.,Ref. origin type,Sales actual Mgt No.,Order Mgt No.,Sales slip No.,Ord No.,Accpt count,Receiving check No.,Chargeable supply No.,Temp. order No.,Bad disposal history slip No.,Bad disposal history correction count,Bad disposal history correction type,Exception cost history slip No.,Exception cost history correction count,Exception cost history correction type,Generation Proc type,Cust code,Cust item No.,Cust item name,Last delivery place code,Cust order No.,Plant code,Item No.,Item name,UC,UC type,Qt.,Measure unit,Amt,Sales date,Consumption tax code,Accnt interface flag,Accnt IF EXEC date,AiIF record type column value(debtor),AiIF record type column value(creditor),Ai slip type(debtor),Ai slip type(creditor),Ai issue section(debtor),Ai issue section(creditor),Ai calculation item(debtor),Ai calculation item(creditor),Ai auxiliary item(debtor),Ai auxiliary item(creditor),Ai charge division code(debtor),Ai charge division code(creditor),Ai detail summary(debtor),Ai detail summary(creditor),Ai detail outline name type,Ai consumption tax judgment type(debtor),Ai consumption tax judgment type(creditor),Accnt IF EXEC date,Including tax or Excluding tax type,Tax rates 1,Tax rates 2,Tax rates 3,Currency code,Create slip type,Slip Mgt company code,Ship returned goods flag,Gr company type,Dealings Div.,Dealings Gr type,Bad disposal type,Cost processing type,Partner code,UC Mgt company code,UC acquisition destination type,UC acquisition destination traders code,UC basic date,UC basic Qt.,Journalizing judgment type,Invoice No.,BOItype,ASIA IF EXEC date
"74998","50","A021","1","1","500000075137","50OCN0000115601","50SLD0000173287","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","53M9BH2088","51","1050B375-LP","SLEEVE","47.34","2","144","pcs","6816.96","2019/05/21","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/21","144","1","F119050155","","2019/05/23"
"74999","50","A021","1","1","500000075138","50OCN0000115603","50SLD0000173288","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","53M9BH2095","51","1050B375-LP","SLEEVE","47.34","2","144","pcs","6816.96","2019/05/21","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/21","144","1","F119050160","","2019/05/23"
"75000","50","A021","1","1","500000075139","50OCN0000115638","50SLD0000173289","","0","0","","","","0","0","","0","0","1","D20210","1060A196","CASE ASSY;TIMING CHAIN","ZZ","53M9BH1161","51","1060A196","CASE ASSY  TIMING CHAIN","1167.55","2","2","pcs","2335.1","2019/05/21","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/21","2","1","F119050160","","2019/05/23"
"75001","50","A021","1","1","500000075140","50OCN0000115664","50SLD0000173290","","0","0","","","","0","0","","0","0","1","D20210","1060A217","CASE ASSY;TIMING CHAIN","ZZ","53M9BH5382","51","1060A217","CASE ASSY  TIMING CHAIN","1149.14","2","146","pcs","167774.44","2019/05/21","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/21","146","1","F119050155","","2019/05/23"
"75002","50","A021","1","1","500000075141","50OCN0000115665","50SLD0000173291","","0","0","","","","0","0","","0","0","1","D20210","1060A217","CASE ASSY;TIMING CHAIN","ZZ","53M9BH5389","51","1060A217","CASE ASSY  TIMING CHAIN","1149.14","2","146","pcs","167774.44","2019/05/21","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/21","146","1","F119050158","","2019/05/23"
"75003","50","A021","1","1","500000075142","50OCN0000115666","50SLD0000173292","","0","0","","","","0","0","","0","0","1","D20210","1060A217","CASE ASSY;TIMING CHAIN","ZZ","53M9BH5396","51","1060A217","CASE ASSY  TIMING CHAIN","1149.14","2","144","pcs","165476.16","2019/05/21","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/21","144","1","F119050160","","2019/05/23"
"75004","50","A021","1","1","500000075143","50OCN0000115700","50SLD0000173293","","0","0","","","","0","0","","0","0","1","D20210","1064A035X","CASE ASSY OIL PUMP","ZZ","53M9BH1754","51","1064A035","CASE ASSY  OIL PUMP","1157.61","2","55","pcs","63668.55","2019/05/21","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/21","55","1","F119050154","","2019/05/23"
"75005","50","A021","1","1","500000075144","50OCN0000115701","50SLD0000173294","","0","0","","","","0","0","","0","0","1","D20210","1064A035X","CASE ASSY OIL PUMP","ZZ","53M9BH1757","51","1064A035","CASE ASSY  OIL PUMP","1157.61","2","60","pcs","69456.6","2019/05/21","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/21","60","1","F119050157","","2019/05/23"
"75006","50","A021","1","1","500000075145","50OCN0000115702","50SLD0000173295","","0","0","","","","0","0","","0","0","1","D20210","1064A035X","CASE ASSY OIL PUMP","ZZ","53M9BH1761","51","1064A035","CASE ASSY  OIL PUMP","1157.61","2","50","pcs","57880.5","2019/05/21","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/21","50","1","F119050159","","2019/05/23"
"75007","50","A021","1","1","500000075146","50OCN0000115741","50SLD0000173296","","0","0","","","","0","0","","0","0","1","D20210","1130A228","GEAR;CRANKSHAFT","ZZ","53M9BH1563","51","1130A228","GEAR  CRANKSHAFT","231.08","2","150","pcs","34662","2019/05/21","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/21","150","1","F119050155","","2019/05/23"
