Inside Mgt No.,Co. code,Business pattern code,Line No.,Ref. origin type,Sales actual Mgt No.,Order Mgt No.,Sales slip No.,Ord No.,Accpt count,Receiving check No.,Chargeable supply No.,Temp. order No.,Bad disposal history slip No.,Bad disposal history correction count,Bad disposal history correction type,Exception cost history slip No.,Exception cost history correction count,Exception cost history correction type,Generation Proc type,Cust code,Cust item No.,Cust item name,Last delivery place code,Cust order No.,Plant code,Item No.,Item name,UC,UC type,Qt.,Measure unit,Amt,Sales date,Consumption tax code,Accnt interface flag,Accnt IF EXEC date,AiIF record type column value(debtor),AiIF record type column value(creditor),Ai slip type(debtor),Ai slip type(creditor),Ai issue section(debtor),Ai issue section(creditor),Ai calculation item(debtor),Ai calculation item(creditor),Ai auxiliary item(debtor),Ai auxiliary item(creditor),Ai charge division code(debtor),Ai charge division code(creditor),Ai detail summary(debtor),Ai detail summary(creditor),Ai detail outline name type,Ai consumption tax judgment type(debtor),Ai consumption tax judgment type(creditor),Accnt IF EXEC date,Including tax or Excluding tax type,Tax rates 1,Tax rates 2,Tax rates 3,Currency code,Create slip type,Slip Mgt company code,Ship returned goods flag,Gr company type,Dealings Div.,Dealings Gr type,Bad disposal type,Cost processing type,Partner code,UC Mgt company code,UC acquisition destination type,UC acquisition destination traders code,UC basic date,UC basic Qt.,Journalizing judgment type,Invoice No.,BOItype,ASIA IF EXEC date
"82910","50","A021","1","1","500000083001","50OCN0000122756","50SLD0000189022","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","72M9BC6706","51","1050B375-LP","SLEEVE","47.34","2","168","pcs","7953.12","2019/07/17","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/07/17","168","1","F119070124","","2019/07/17"
"82911","50","A021","1","1","500000083002","50OCN0000123016","50SLD0000189023","","0","0","","","","0","0","","0","0","1","D20220","1050B375G","SLEEVE","ZZ","72M9020385","51","1050B375-LP","SLEEVE","47.34","2","30","pcs","1420.2","2019/07/17","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/07/17","30","1","F119070121","","2019/07/17"
"82912","50","A021","1","1","500000083003","50OCN0000122757","50SLD0000189024","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","72M9BC6707","51","1050B375-LP","SLEEVE","47.34","2","240","pcs","11361.6","2019/07/17","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/07/17","240","1","F119070127","","2019/07/17"
"82913","50","A021","1","1","500000083004","50OCN0000122780","50SLD0000189025","","0","0","","","","0","0","","0","0","1","D20210","1060A217","CASE ASSY;TIMING CHAIN","ZZ","72M9BC6738","51","1060A217","CASE ASSY  TIMING CHAIN","1149.14","2","172","pcs","197652.08","2019/07/17","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/07/17","172","1","F119070124","","2019/07/17"
"82914","50","A021","1","1","500000083005","50OCN0000122781","50SLD0000189026","","0","0","","","","0","0","","0","0","1","D20210","1060A217","CASE ASSY;TIMING CHAIN","ZZ","72M9BC6739","51","1060A217","CASE ASSY  TIMING CHAIN","1149.14","2","228","pcs","262003.92","2019/07/17","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/07/17","228","1","F119070127","","2019/07/17"
"82915","50","A021","1","1","500000083006","50OCN0000122804","50SLD0000189027","","0","0","","","","0","0","","0","0","1","D20210","1064A035X","CASE ASSY OIL PUMP","ZZ","72M9BC8574","51","1064A035","CASE ASSY  OIL PUMP","1157.61","2","40","pcs","46304.4","2019/07/17","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/07/17","40","1","F119070123","","2019/07/17"
"82916","50","A021","1","1","500000083007","50OCN0000122805","50SLD0000189028","","0","0","","","","0","0","","0","0","1","D20210","1064A035X","CASE ASSY OIL PUMP","ZZ","72M9BC8576","51","1064A035","CASE ASSY  OIL PUMP","1157.61","2","40","pcs","46304.4","2019/07/17","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/07/17","40","1","F119070126","","2019/07/17"
"82917","50","A021","1","1","500000083008","50OCN0000122831","50SLD0000189029","","0","0","","","","0","0","","0","0","1","D20210","1130A228","GEAR;CRANKSHAFT","ZZ","72M9BC4829","51","1130A228","GEAR  CRANKSHAFT","231.08","2","180","pcs","41594.4","2019/07/17","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/07/17","180","1","F119070124","","2019/07/17"
"82918","50","A021","1","1","500000083009","50OCN0000123027","50SLD0000189030","","0","0","","","","0","0","","0","0","1","D20220","1130A228G","GEAR  CRANKSHAFT","ZZ","72M9020386","51","1130A228","GEAR  CRANKSHAFT","231.08","2","30","pcs","6932.4","2019/07/17","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/07/17","30","1","F119070121","","2019/07/17"
"82919","50","A021","1","1","500000083010","50OCN0000122832","50SLD0000189031","","0","0","","","","0","0","","0","0","1","D20210","1130A228","GEAR;CRANKSHAFT","ZZ","72M9BC4830","51","1130A228","GEAR  CRANKSHAFT","231.08","2","225","pcs","51993","2019/07/17","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/07/17","225","1","F119070127","","2019/07/17"
