Inside Mgt No.,Co. code,Business pattern code,Line No.,Ref. origin type,Sales actual Mgt No.,Order Mgt No.,Sales slip No.,Ord No.,Accpt count,Receiving check No.,Chargeable supply No.,Temp. order No.,Bad disposal history slip No.,Bad disposal history correction count,Bad disposal history correction type,Exception cost history slip No.,Exception cost history correction count,Exception cost history correction type,Generation Proc type,Pmt recipient code,Vendor code,Plant code,Item No.,Item name,UC,UC type,Qt.,Measure unit,Amt,Discount amount,Receipt date,Consumption tax code,Debt Interface flag,Debt IF EXEC date,Accnt interface flag,Accnt IF EXEC date,AP slip type(black),AP slip type(red),AP stocking Div. code,AP debt calculation type,AP dealings type(black),AP dealings type(red),AP calculation item/auxiliary subject,AP slip code(black),AP slip code(red),AiIF record type column value(debtor),AiIF record type column value(creditor),Ai slip type(debtor),Ai slip type(creditor),Ai issue section(debtor),Ai issue section(creditor),Ai calculation item(debtor),Ai calculation item(creditor),Ai auxiliary item(debtor),Ai auxiliary item(creditor),Ai charge division code(debtor),Ai charge division code(creditor),Ai detail summary(debtor),Ai detail summary(creditor),Ai detail outline name type,Ai consumption tax judgment type(debtor),Ai consumption tax judgment type(creditor),Accnt IF EXEC date,Including tax or Excluding tax type,Tax rates 1,Tax rates 2,Tax rates 3,Defect factor class,Defect factor code,Pre defect discovery origin line code,Pre defect discovery origin vendor code,Progress %,Currency code,Create slip type,Slip Mgt company code,Ship returned goods flag,Gr company type,Dealings Div.,Dealings Gr type,Bad disposal type,Cost processing type,Partner code,UC Mgt company code,UC acquisition destination type,UC acquisition destination traders code,UC basic date,UC basic Qt.,Journalizing judgment type,Invoice No.,BOItype,ASIA IF EXEC date,
"118132","50","E021","1","2","","","","5100071491","1","2","","","","0","0","","0","0","1","L40250","L40250","51","TC682-5450-1-P20","FORK  SHIFT(RANGE)","15.4","2","-298","pcs","-4589.2","0","2019/06/27","010","0","","0","","0","0","","","0","0","","","","","","","","","","83102012","42021201","1","","","","","","0","0","0","010","0","0","0","0","","","","","0","THB","2","50","0","0","0","1","0","0","*","*","*","*","2019/06/27","300","1","621892","","2019/06/29"
"118133","50","E021","1","2","","","","5100071489","1","2","","","","0","0","","0","0","1","L40250","L40250","51","KL999-1832-4-P20","FORK  3 SHIFT","14","2","-98","pcs","-1372","0","2019/06/27","010","0","","0","","0","0","","","0","0","","","","","","","","","","83102012","42021201","1","","","","","","0","0","0","010","0","0","0","0","","","","","0","THB","2","50","0","0","0","1","0","0","*","*","*","*","2019/06/27","100","1","621892","","2019/06/29"
"118134","50","E021","1","2","","","","5100071490","1","2","","","","0","0","","0","0","1","L40250","L40250","51","KL999-1842-3-P20","FORK  4 SHIFT","15.4","2","-97","pcs","-1493.8","0","2019/06/27","010","0","","0","","0","0","","","0","0","","","","","","","","","","83102012","42021201","1","","","","","","0","0","0","010","0","0","0","0","","","","","0","THB","2","50","0","0","0","1","0","0","*","*","*","*","2019/06/27","100","1","621892","","2019/06/29"
"118135","50","E021","1","2","","","","5100071926","1","1","","","","0","0","","0","0","1","L40250","L40250","51","KL999-1832-4-P20","FORK  3 SHIFT","14","2","98","pcs","1372","0","2019/06/28","010","0","","0","","0","0","","","0","0","","","","","","","","","","83102012","42021201","1","","","","","","0","0","0","010","0","0","0","0","","","","","0","THB","2","50","0","0","0","1","0","0","*","*","*","*","2019/06/28","98","1","621911","","2019/06/29"
"118136","50","E021","1","2","","","","5100071927","1","1","","","","0","0","","0","0","1","L40250","L40250","51","KL999-1842-3-P20","FORK  4 SHIFT","15.4","2","97","pcs","1493.8","0","2019/06/28","010","0","","0","","0","0","","","0","0","","","","","","","","","","83102012","42021201","1","","","","","","0","0","0","010","0","0","0","0","","","","","0","THB","2","50","0","0","0","1","0","0","*","*","*","*","2019/06/28","97","1","621911","","2019/06/29"
"118137","50","E021","1","2","","","","5100071925","1","1","","","","0","0","","0","0","1","L40250","L40250","51","TC682-5450-1-P20","FORK  SHIFT(RANGE)","23.59","2","298","pcs","7029.82","0","2019/06/28","010","0","","0","","0","0","","","0","0","","","","","","","","","","83102012","42021201","1","","","","","","0","0","0","010","0","0","0","0","","","","","0","THB","2","50","0","0","0","1","0","0","*","*","*","*","2019/06/28","298","1","621911","","2019/06/29"
"118138","50","E021","1","2","","","","5100071926","1","2","","","","0","0","","0","0","1","L40250","L40250","51","KL999-1832-4-P20","FORK  3 SHIFT","14","2","-98","pcs","-1372","0","2019/06/28","010","0","","0","","0","0","","","0","0","","","","","","","","","","83102012","42021201","1","","","","","","0","0","0","010","0","0","0","0","","","","","0","THB","2","50","0","0","0","1","0","0","*","*","*","*","2019/06/28","98","1","621911","","2019/06/29"
"118139","50","E021","1","2","","","","5100071926","1","3","","","","0","0","","0","0","1","L40250","L40250","51","KL999-1832-4-P20","FORK  3 SHIFT","14","2","98","pcs","1372","0","2019/06/28","010","0","","0","","0","0","","","0","0","","","","","","","","","","83102012","42021201","1","","","","","","0","0","0","010","0","0","0","0","","","","","0","THB","2","50","0","0","0","1","0","0","*","*","*","*","2019/06/28","98","1","621911","","2019/06/29"
"118140","50","E021","1","2","","","","5100071927","1","2","","","","0","0","","0","0","1","L40250","L40250","51","KL999-1842-3-P20","FORK  4 SHIFT","15.4","2","-97","pcs","-1493.8","0","2019/06/28","010","0","","0","","0","0","","","0","0","","","","","","","","","","83102012","42021201","1","","","","","","0","0","0","010","0","0","0","0","","","","","0","THB","2","50","0","0","0","1","0","0","*","*","*","*","2019/06/28","97","1","621911","","2019/06/29"
"118141","50","E021","1","2","","","","5100071927","1","3","","","","0","0","","0","0","1","L40250","L40250","51","KL999-1842-3-P20","FORK  4 SHIFT","15.4","2","97","pcs","1493.8","0","2019/06/28","010","0","","0","","0","0","","","0","0","","","","","","","","","","83102012","42021201","1","","","","","","0","0","0","010","0","0","0","0","","","","","0","THB","2","50","0","0","0","1","0","0","*","*","*","*","2019/06/28","97","1","621911","","2019/06/29"
